950,Contenuti,Articolo che parla di metriche di UX,https://sematext.com/blog/ux-metrics/,Articolo che approfondisce 20 metriche di UX.,"articolo, metriche, kpi, ux, roi",,
949,AI,"Pixcap, tool online che usa AI e 3D per generare asset",https://pixcap.com/,Tool online che permette di generare delle illustrazioni e asset 3D tramite l'AI.,"ai, asset, illustrazioni, 3d",,
948,Eventi,DiParola Festival,https://www.diparolafest.it/,"Festival DiParola, dedicato alla comunicazione chiara e semplificazione del linguaggio.","eventi, copywriting, ux writing",,
947,AI,"TurboSite, generatore di landing page",https://www.turbosite.io/,Tool che permette di creare delle landing page con un visual builder molto intuitivo che sfrutta l'AI.,"landing page, ai, visual builder",,
946,Contenuti,Articolo che parla di Figma e dell'uso dei REM,https://uxdesign.cc/figma-now-supports-rem-units-understanding-the-use-and-benefits-5957fc1ecb78,Articolo che parla delle news di Figma a proposito dell'uso dei valori REM.,"rem, figma, ui, articolo",,
945,Risorse,"Ruri, plugin figma per generare artwork",https://www.figma.com/community/plugin/912763956481263896/Ruri-%E2%80%93-Artwork-Generator,Plugin di Figma che permette di generare artwork.,"plugin, figma, artwork, design",,
944,Risorse,Raccolta di centinaia di tool per product designer,https://www.uxgears.com/,Raccolta di centinaia di strumenti per aumentare la produttività e per gestire attività quotidiane di per chi si occupa di product design e digitale,"tool, risorse",,
943,Risorse,Raccolta di font premium gratuiti da usare,https://www.freefaces.gallery/,Font premium da poter visualizzare e scaricare gratuitamente,"font, premium, gratis, download",,
942,Formazione,"UX Design Challenges, lista di sfide per UX designer",https://uxtools.co/challenges/,"Lista di centinaia di challenge per chi si occupa di UX design, ottimo per formazione e fare esperienze concrete","challenge, formazione, ux, research",,
941,Contenuti,Articolo che racconta il design system di Booking,https://booking.design/how-we-built-our-multi-platform-design-system-at-booking-com-d7b895399d40,Come può booking con +200 designer e 150 product team avere un solo design system unificato e sempre performante?,"booking, design system",,
940,Risorse,Raccolta di mockup e materiali per designer,https://supply.family/,Raccolta di mockup e materiali per designer,"mockup, gratis, risorse",,
939,AI,Immagini royalty free generate da AI ,https://www.neurascapes.com/,Raccolta di immagini royalty free realizzate tramite AI by prompting,"ai, immagini, royalty free, photo",,
938,Risorse,"OGImage gallery, raccolta di screenshot di prodotti web",https://www.ogimage.gallery/,Raccolta di screenshot di prodotti web e di prodotti digitali in generale.,"raccolta, mockup, screenshot, ui, ux",,
937,Risorse,"Shader Gradient, tool per creare sfumature",https://www.shadergradient.co/,Tool online per creare sfumature e gradienti colore.,"gradients, ui, color",,
936,Contenuti,Articolo che parla di loading e progress bar,https://uxdesign.cc/loading-progress-indicators-ui-components-series-f4b1fc35339a,Loading & progress bar indicators design.,"progress bar, ui, articolo",,
935,Risorse,"Call to ispiration, raccolta di elementi di UI esistenti",https://calltoinspiration.com/,Raccolta di screenshot di screenshot di prodotti digitali divisi per funzione e componente.,"raccolta, mockup, screenshot, ui, ux",,
934,AI,"Attention insight, plugin figma",https://www.figma.com/community/plugin/968765016617421513/Attention-Insight,Plugin figma per mappe di calore tramite AI.,"plugin, figma",,
933,Materiali,Brainly Design system,https://design.brainly.com/8adfd5f36/p/10bcb9-pencil,Design system con focus sul motion design.,"design system, motion, ux",,
932,Contenuti,The state of user research 2023,https://www.userinterviews.com/state-of-user-research-2023-report,Raccolta di dati e articoli sulla user research nel 2023.,"research, user research",,
931,Risorse,"Refero, raccolta di esempi di product design",https://refero.design/,Raccolta di screenshot di prodotti web e di prodotti digitali in generale.,"raccolta, mockup, screenshot, ui, ux",,
930,Risorse,"Logo design love, raccolta di brand famosi",https://www.logodesignlove.com/,Raccolta di loghi famosi con dettagli e materiali da scaricare.,"brand, logo, design, visual",,
929,Contenuti,Lista di articoli sulla carriera e crescita di chi fa design,https://medium.com/shapingdesign,"Lista di articoli sulla carriera, crescita e skill matrix per designer.","skill matrix, carriera, growth, formazione",,
928,Canali,Failory Newsletter,https://www.failory.com/,Newsletter per CEO sul product design.,"newsletter, product design, business",,
927,Contenuti,Articolo che parla di MVP e product design,https://uxdesign.cc/great-products-do-less-things-but-better-5dde0ee3fc76,"Great product, do less, but better.","articolo, mvp, product design",,
926,Materiali,"Styles to variable, plugin figma",https://www.figma.com/community/plugin/1253669344925342575/Styles-to-Variables,Plugin figma per tradurre gli stili in variabili.,"plugin, figma",,
925,Risorse,"Maxi Best Of, raccolta di website design",https://maxibestof.one/,Raccolta di screenshot di prodotti web e di prodotti digitali in generale.,"raccolta, mockup, screenshot, ui, ux",,
924,Risorse,"Realtime Colors, tool per vedere le palette applicate",https://realtimecolors.com/?colors=000000-ffffff-8fb4ff-ebf1ff-ff8f94,Tool online in cui si può inserire palette e tipografia per vederla automaticamente applicata a degli esempi concreti di pagine.,"palette, colori, tool, ui",,
923,Contenuti,Articolo che parla dell'evoluzione dell'alfabeto,https://www.visualcapitalist.com/from-greek-to-latin-visualizing-the-evolution-of-the-alphabet/,"From Greek to Latin, articolo che parla dei segni delle lettere dell'alfabeto.","articolo, alfabeto, segni, tipografia",,
922,Risorse,"UNCUT, raccolta di font premium online",https://uncut.wtf/,Raccolta di font premium online.,"tipografia, raccolta",,
921,Contenuti,Articolo che parla dei principi di gestalt nel design,https://www.chrbutler.com/gestalt-principles-of-design-similarity,Gestalt Principles of Design — Similarity.,"gestalt, ui, design, progettazione, ux",,
920,AI,Articolo di Figma che parla della nuova AI nel tool,https://www.figma.com/blog/ai-the-next-chapter-in-design/,Riassunto del lancio delle nuove feature basate sulla AI che Figma ha introdotto nel nuovo tool.,"figma, ai",,
919,Materiali,Flowbite Icon Set,https://flowbite.com/icons/,Kit di icone gratuito modulare e personalizzabile.,"icone, kit, risorse",,
918,Contenuti,"The Manager Handbook, e-book per design managers",https://themanagershandbook.com/,E-book gratuito destinato ai design manager.,"e-book, design ops, management",,
917,Risorse,"Font Brief, tool online per trovare coppie di font",https://www.fontbrief.com/fontbrief,Strumento online per creare coppie di font.,"tipografia, raccolta, tool online",,
916,Contenuti,Articolo che parla di colori usati nel web e statistica,http://paulhebertdesigns.com/web_colors/index.php,The Colors Used by the Ten Most Popular Sites.,"colori, statistiche, palette, articolo",,
915,Risorse,"Colors, raccolta di coppie di colori perfette",https://vanschneider.com/colors,Raccolta online di coppie di colori perfette e inaspettate.,"colors, palette",,
914,Contenuti,"Guides, raccolta di guide in PDF per designer",https://www.marcandrew.me/guides/,Guide per designer su vari ambiti e scaricabili gratuitamente in PDF.,"guide, risorse, ux",,
913,Contenuti,Articolo sulla progettazione di filtri nella UI,https://www.smashingmagazine.com/2021/07/frustrating-design-patterns-broken-frozen-filters/,Articolo che parla di progettazione di filtri e sistemi di ordinamento.,"filtri, ux, ui, progettazione",,
912,Canali,Designer's Digest,https://www.linkedin.com/newsletters/designer%E2%80%99s-digest-7068844402349068288/,Newsletter su Linkedin di Matej Latin.,"newsletter, ux",,
911,Risorse,Guida per la Product Prioritization,https://roadmunk.com/product-prioritization-ebook/,Guida in formato pdf / e-book scaricabile gratuitamente che parla di product prioritization.,"risorse, guida, product design",,
910,Materiali,Apple Figma Resources,https://www.figma.com/@apple,Account ufficiale di Apple sulla community delle risorse Figma.,"apple, figma, risorse",,
909,Risorse,"CSS Gradients, tool per creare css di sfumature",https://gradient.style/#type=linear&space=oklab&linear_named_angle=to+right&linear_angle=90&stops=%7B%22kind%22%3A%22stop%22%2C%22color%22%3A%22oklch%2870%25+0.5+340%29%22%2C%22auto%22%3A0%2C%22position1%22%3A0%2C%22position2%22%3A0%7D&stops=%7B%22kind%22%3A%22hint%22%2C%22auto%22%3A50%2C%22percentage%22%3A50%7D&stops=%7B%22kind%22%3A%22stop%22%2C%22color%22%3A%22oklch%2890%25+0.5+200%29%22%2C%22auto%22%3A100%2C%22position1%22%3A100%2C%22position2%22%3A100%7D,Tool online per creare sfumature ed esportare immediatamente i CSS.,"risorse, gradients",,
908,AI,Google Generative AI Courses,https://www.cloudskillsboost.google/journeys/118,"Corso di Google sull'AI generativa, completamente gratuito.","ai, google, formazione",,
907,Risorse,Principles of Spatial Design by Apple,https://developer.apple.com/videos/play/wwdc2023/10072/,Pagina di descrizione dei principi di Spatial Design introdotti da Apple con il lancio del prodotto Vision PRO.,"apple, spatial design, vision pro",,
906,Contenuti,Articolo sulla progettazione di scroll bidirezionale,https://uxdesign.cc/bidirectional-scrolling-whats-not-to-like-97d09e4ee827,Articolo che parla di progettazione bidirezionale (facendo esame di Netflix).,"articolo, progettazione, scroll",,
905,Contenuti,Articolo sulla progettazione di tabelle per enterprise,https://www.mozestudio.com/it/journal/enterprise-ux-come-progettare-tabelle-di-dati-usabili/,Articolo che parla di progettazione di tabelle desktop e mobile in prodotto di tipo enterprise.,"articolo, tabelle, ux, mobile",,
904,AI,"GPT Stylist, plugin Figma",https://www.refiredesign.com/gptstylist,Plugin per Figma per gestire i contenuti e i colori tramite AI.,"plugin, figma, ai",,
903,Formazione,Design System Course by Figma,https://help.figma.com/hc/en-us/articles/14552901442839-Overview-Introduction-to-design-systems,Corso gratuito di Figma sulla creazione di un Design system.,"design system, formazione, figma",,
902,Canali,UX Newsletter,https://simonasmaciulis.gumroad.com/l/newsletter,Newsletter di Simonas Maciulis.,"newsletter, ux",,
901,Contenuti,Articolo che parla di PWA e del loro futuro,https://www.konvoy.vc/newsletter/pwas-will-shape-the-future,Articolo che parla delle PWA e del fatto che probabilmente saranno il futuro delle applicazioni mobile.,"pwa, sviluppo, progettazione",,
900,Contenuti,Articolo che parla di lettura schermo e UX,https://www.chrbutler.com/the-road-through-your-screen,"Articolo che parla di come una persona ""legge"" lo schermo e di aspetti cognitivi e di UX.","ux, articolo, eyetracking",,
899,Materiali,"Master, plugin per Figma",https://www.figma.com/community/plugin/767721682134156281/Master,Plugin per Figma che permette di creare a posteriori dei componenti e sostituirli su oggetti simili.,"plugin, figma, ui",,
898,Contenuti,Raccolta di metodi di ricerca alternativi,https://medium.com/@userfocus/60-ways-to-understand-user-needs-that-arent-focus-groups-or-surveys-8510e13b3408,"Raccolta di 60 metidi di ricerca ""alternativi"" a quelli più spesso utilizzati.","ux, research, raccolta",,
897,Risorse,"Access guide, raccolta di tool per accessibilità",https://www.accessguide.io/,"Raccolta di guide, tool e best practies per progettare e realizzare prodotti digitali accessibili.","risorse, accessibility",,
896,Contenuti,Raccolta di articoli e case study di UX,https://builtformars.com/,"Raccolta di articoli e case study di UX di vari aspetti di prodotto, tutto all'interno di un blog accessibile gratuitamente.","risorse, casestudy, ux, research",,
895,Risorse,"Color Oracle, tool per color blindness",https://colororacle.org/,Strumento gratuito da installare sul proprio device per simulare tipologie di color blindness.,"tool, accessibility",,
894,Materiali,"BlendingMe, Figma plugin",https://www.figma.com/community/plugin/887243243437608411/BlendingMe,Plugin figma che permette di creare delle grafiche interessanti in modo semplificato.,"plugin, figma",,
893,Materiali,"Cryptocurrency Icons, +500 icone di cryptovalute",http://cryptoicons.co/,Raccolta di icone delle più famose (praticamente tutte) cryptocurrencies.,"icone, risorse, crypto",,
892,Materiali,Goldman Sachs Design System,https://design.gs.com/home,Design system di Goldman Sachs.,"designsystem, risorse",,
891,Risorse,"Monospaced.link, lista di font monospace",https://monospaced.notion.site/monospaced/Monospaced-link-a6d2c53a99194f85b2d2f4119dddfcb9,Raccolta di font monospaced curata da Ciro Esposito.,"typography, risorse",,
890,Risorse,"Octopus, tool per creare flowcharts online",https://octopus.do/,Tool online che permette di creare dei flowcharts e wireframe in modo veramente semplice e gratuito.,"flowcharts, ux",,
889,Risorse,"Draftium, tool online per creare wireframe rapidi",https://draftium.com/,"Tool che permette di creare e condividere dei draft di wireframe, copy compreso.","wireframe, ux",,
888,Risorse,"Zenkit Suite, tool per la produttività",https://zenkit.com/en/suite/,"Suite di tool e prodotti per la produttività (task manager, tracker, ecc).","produttività, taskmanager",,
887,Risorse,Raccolta di pitch deck di startup milionarie,https://www.billiondollarpitchdecks.com/,Raccolta di decine di pitch deck di startup milionarie o che comunque hanno raccolto fondi e grandi investimenti.,"startup, slide, graphic",,
886,Risorse,"The Good Line Height, tool per creare interlinee",https://www.thegoodlineheight.com/,Tool online per provare e trovare la perfetta interlinea per il tuo progetto digitale.,"typography, risorse",,
885,AI,"Blockade Labs, tool per creare Skybox tramite AI",https://www.blockadelabs.com/,Tool che tramite AI permette la creazione di uno skybox a 360°.,"ai, tool, skybox",,
884,Contenuti,"Articolo che parla di attenzione, UI e narrazione",https://www.chrbutler.com/the-rhythm-of-your-screen,"The Rhythm of your screen, articolo che parla di UI, narrativa e attenzione.","articolo, attenzione, narrativa",,
883,AI,"Photoroom, tool per rimuovere background ",https://www.photoroom.com/,"Tool online che scontorna automaticamente gli oggetti ma crea anche un background compreso di ombre, riflessi e effetti realistici.","background, immagini",,
882,AI,"AI Toolbox for innovators, lista di tool AI per designer",https://ai.boardofinnovation.com/,"Raccolta di tool basati su AI per designer, realizzata da Board of Innovators.","ai, tool, lista, risorse",,
881,AI,"Gamma app, tool per creare contenuti in AI",https://gamma.app/,App online per creare contenuti di vario tipo tramite l'uso dell'AI.,"ai, contenuti, slide, grafica",,
880,Libri,Mea Culpa,"https://www.amazon.it/MEA-CULPA-Pensieri-omissioni-designer-ebook/dp/B0C1PDDR35/ref=sr_1_3?crid=1U2TJJM1WVZDB&keywords=mea+culpa&qid=1684593311&sprefix=mea+culpa,aps,443&sr=8-3",Libro (pamphlet) di Attilio Raiteri.,"libro, ux, carriera, formazione",,
879,Materiali,"Lottie Files, plugin per Figma",https://lottiefiles.com/plugins/figma,Plugin per Figma che trasforma animazioni del prototipo in animazioni / GIF per Lottie FIles o altri usi.,"figma. plugin, animazioni",,
878,Risorse,Sito interattivo che parla di dark pattern per unsubscribe,https://pudding.cool/2023/05/dark-patterns/,Sito web che raccoglie e racconta i dark pattern di molte aziende per evitare di far disinscrivere le persone dai servizi.,"dark pattern, unsubscribe",,
877,Contenuti,Principi di Gestalt nella progettazione,https://medium.muz.li/gestalt-principles-in-ui-design-6b75a41e9965,Raccolta di principi della Gestalt nella progettazione di UX e UI.,"articolo, ux, ui, gestalt",,
876,Materiali,"Redlines, plugin Figma",https://www.figma.com/community/plugin/781354942292031141/Redlines,Plugin per figma che crea degli overlay con gli ingombri dei componenti per poter procedere all'handoff.,"figma. plugin, design system, handoff",,
875,Risorse,"Mesh, tool per trovare e creare background ",https://meshgradient.com/,Tool online per scaricare e creare dei background con delle sfumature mesh.,"risorse, pattern",,
874,Risorse,"Proportio, tool per gestire scale tipografiche e altra UI",https://proportio.app/,"Tool online in cui è possibile visualizzare, gestire e definire delle informazioni e componenti di UI (come le scale tipografiche, ecc).","risorse, tipografia",,
873,Risorse,Raccolta di framework visuali,https://visualframeworks.com/,"Raccolta di framework visuali utili per data visualization, slide, pitch e presentazioni.","data visualization, ui, workshop",,
872,Risorse,"Colorbook, tool per colori e metadati",https://www.colorbook.io/,"Tool online per la gestione di palette, colori e per estrapolare metadati utili a chi crea linee guida di design e branding.","palette, colori",,
871,Materiali,"Measure, Figma plugin",https://www.figma.com/community/plugin/739918456607459153/Measure,"Plugin per figma per inserire un layer sopra le schermate con le misurazioni dei vari componenti, utile per l'handoff.","figma. plugin, design system",,
870,Risorse,Raccolta di landing page per Saas + spiegazioni UX,https://landingpagesexplained.com/,Raccolta di landing page per Saas con una spiegazione del loro funzionamento e del perché convertono + newsletter.,"landing page, risorse",,
869,Materiali,Edison Design System (GE),https://edisondesignsystem.com/,Edison Design System di General Electrics.,"design system, ui",,
868,Contenuti,Articolo sulla progettazione di bottoni (UI),https://uxdesign.cc/button-design-user-interface-components-series-85243b6736c7,Articolo sulla progettazione di UI per componenti come i bottoni e link.,"articolo, ui, components",,
867,Materiali,"Selector, plugin Figma",https://www.figma.com/community/plugin/968465923536935510/A-Selector,"Plugin per Figma per selezionare componenti, layer e oggetti in modo facile e dinamico (anche multi selezione in tutto il file).","figma. plugin, produttività",,
866,Formazione,Raccolta di strumenti e materiali per formazione UX,https://www.degreeless.design/,"Raccolta di materiali, informazioni, link, report e contenuti per la formazione in UX Design.","ux, formazione, risorse",,
865,Risorse,"PhotoMosh, tool per creare effetti glitch sulle immagini",https://photomosh.com/,Tool per creare degli effetti glitch sulle immagini.,"risorse, visual, immagini",,
864,Risorse,Checklist A11y,https://www.a11yproject.com/checklist/,Checklist per l'accessibilità e raccolta di linee guida WCAG.,"accessibilità, checklist",,
863,Contenuti,Articolo che parla di user journey e user flow,https://www.nngroup.com/articles/user-journeys-vs-user-flows/,Articolo di N/N Group che parla della differenza tra user journey e user flow.,"research, ux, flowcharts",,
862,Risorse,"Figmayo, tool per pubblicare design system da Figma",https://www.figmayo.com/,Strumento online che permette di caricare un design system e documentarlo direttamente da Figma.,"design system, ui",,
861,Contenuti,Articolo che parla di metriche di UX,https://uxplanet.org/measuring-ux-your-first-step-towards-objective-evaluation-a408b312777b,Articolo che parla di metriche per la misurazione dell'impatto positivo o negativo della user experience e il ROI.,"articolo, metriche, roi",,
860,Canali,Design Culture Collective,https://designculturecollective.org/,"Associazione / Collettivo di designer che hanno la vision di divulgare le metodologie, processi e pratiche di design in modo etico e sostenibile.","associazione, community, design",,
859,Risorse,"Magic Eraser, tool per scontorno online",https://magicstudio.com/magiceraser,Tool online per scontornare e/o far sparire oggetti dalle foto (una valida alternativa per fotoritocco rapido e automatico).,"risorse, scontorno",,
858,Risorse,UI Color generator by Tailwind,https://uicolors.app/create,Generatore di palette colore by Tailwind.,"risorse, palette, ui",,
857,Contenuti,Making material (Material design by Google),https://design.google/library/making-material-you,Video e articolo che racconta Material You di Material Design by Google.,"video, material design, ui, ux",,
856,Contenuti,Articolo che parla di animazione nella UX/UI,https://uxdesign.cc/the-ultimate-guide-to-proper-use-of-animation-in-ux-10bd98614fa9,Una guida su come usare le animazioni e le micro interazioni nella UX.,"animazione, microinterazione",,
855,Materiali,"Disability toolbar, plugin per Chrome",https://silktide.com/resources/toolbar/,Plugin per Chrome che permette di visualizzare i contenuti come se si avesse una forma di disabilità (ha molte variavbili per i test).,"chrome, plugin, accessibilità",,
854,Materiali,"Beautiful shadows, plugin Figma",https://www.figma.com/community/plugin/1068595505353552645/Beautiful-Shadows,Plugin per Figma per creare ombre realistiche in automatico.,"ui, figma, plugin, palette",,
853,Risorse,"Calligraphr, tool per creare font online",https://www.calligraphr.com/en/,Piattaforma online per creare il proprio font personalizzato (perfetto in accoppiata con iPad e l'app Procreate).,"tipografia, risorse",,
852,Contenuti,Fictional brands archive,https://fictionalbrandsarchive.com/,"Raccolta di tutti i loghi finti visti nel film, serie tv e altro in televisione (per ognuno mostra dove sono stati visualizzati).","branding, visual",,
851,Contenuti,Articolo che parla di com creare una libreria di UI,https://medium.com/@yamilah/how-to-build-a-component-library-a-guide-for-designers-660654f7d7f4,Come si crea una libreria di componenti UI?,"ui, figma, design system",,
850,Risorse,"Survio, tool per creare sondaggi",https://www.survio.com/it/,Tool online per creare e gestire sondaggi online (alternativa a Typeform o Google Form).,"research, sondaggi",,
849,AI,"UseChatGPT, plugin per Chrome",https://www.usechatgpt.ai/,Plugin per Chrome che permette di usare le API di ChatGPT per i testi nelle pagine web (seleziona il testo poi usa il plugin).,"chatgpt, ai, chrome, plugin",,
848,Contenuti,Articolo che parla di progettazione di UI per Chat,https://www.uxpin.com/studio/blog/chat-user-interface-design/,Chat User Interface Design: articolo.,"ui, ux, chat, bot",,
847,Materiali,File Figma per la gestione della carriera e team,https://www.figma.com/community/file/1220482745322443565,File template di Figma per la gestione di percorsi di carriera individuali o di un intero team (career ladder management).,"template, figma, carriera",,
846,Risorse,"Cron, calendario alternativo a quello di sistema",https://cron.com/,Calendario (app per iOS e OS apple) alternativo a quello di sistema.,"risorse, calendario",,
845,Contenuti,Articolo che parla di progettazione di slider,https://www.smashingmagazine.com/2017/07/designing-perfect-slider/,Come si progetta uno slider?,"ux, articolo, ui",,#ERROR!
844,Risorse,"Shottr, tool online per gestione screenshot",https://shottr.cc/,Tool online per la gestione di screenshot e feedback sul frontend.,"risorse, screenshot",,
843,Materiali,Island.is Design System,https://island.is/en/o/digital-iceland/design-system,Design system  ufficiale dell'Islanda.,"design system, ui",,
842,AI,"Quick, Draw! Tool AI di Google per il disegno",https://quickdraw.withgoogle.com/,Tool di Google che tramite AI e un disegno approssimativo fatto sul momento disegna degli oggetti.,"google, ai, visual",,
841,Contenuti,Handbook sull'accessibilità,https://www.accessibility.uxdesign.cc/,Libro PDF sull'accessibilità gratuito da scaricare.,"accessibilità, report",,
840,Materiali,Playable Cards,https://playablecards.com/,Carte per la progettazione di coinvolgimento e gamification.,"gamification, coinvolgimento",,
839,Risorse,"Crazy Egg, tool per gestione heatmap",https://www.crazyegg.com/,Tool per la raccolta di dati e analytics tramite heatmap e sessioni utente.,"risorse, testing",,
838,Eventi,24 Hours of UX,https://24hoursofux.com/,Evento online internazionale sulla UX e temi legati al design in generale.,"evento, ux",,
837,Contenuti,Machine Learning + Design,https://machinelearning.design/,"Raccolta di contenuti, articoli e report riguardo il design, l'intelligenza artificiale e il machine learning.","articolo, machine learning, design",,
836,Risorse,"Digital Samaritan, raccolta di tool",https://www.digitalsamaritan.co/,Raccolta di tool e risorse per chi si occupa di design e digitale in generale.,"risorse, tools",,
835,Risorse,"Toools, raccolta di tool",https://www.toools.design/,Raccolta di tool e risorse per chi si occupa di design e digitale in generale.,"risorse, tools",,
834,Contenuti,Articolo sull'evoluzione dell'Atomic design,https://uxdesign.cc/adding-motion-to-the-next-decade-of-atomic-design-c291abd043bc,Articolo che tratta il tema dell'atomic design e la sua evoluzione aggiungendo uno strato basato sull'interazione e l'animazione.,"atomic design, articolo, interaction",,
833,Risorse,"Hotjar, tool per gestione heatmap",https://www.hotjar.com/,Tool per la raccolta di dati e analytics tramite heatmap e sessioni utente.,"risorse, testing",,
832,AI,Post LinkedIn per Prompt di Midjourney,https://www.linkedin.com/feed/update/urn:li:activity:7058112802527268864/,Post linkedin in cui sono raccolti alcuni consigli per gestire Prompt per Midjourney con lo scopo di creare immagini di tipo fotografico.,"midjourney, ai, prompt",,
831,AI,"Dall-E Bro, plugin Figma",https://www.figma.com/community/plugin/1226950115999721586/DALL-E-Bro,"Dall-E Bro, plugin figma che permette di gestire e generare delle immagini tramite Dall-E.","plugin, figma",,
830,Eventi,Desina,https://www.desina.it/programma,"Evento offline e online a Napoli riguardo visual, graphic design e brand.","evento, napoli, graphic",,
829,AI,Report sulla Generative AI,https://www.linkedin.com/posts/tonymoroney_generative-ai-a-new-frontier-in-artificial-ugcPost-7056595024892850177-OZWP/,Report di deloitte riguardo l'AI e nello specifico il tema della Generative AI.,"report, deloitte, ai",,
828,Contenuti,Articolo sulla UI e gli status di componenti,https://www.scotthurff.com/posts/why-your-user-interface-is-awkward-youre-ignoring-the-ui-stack/,Gestione dei componenti e degli status di elementi e pagine.,"articolo, ui, design system",,
827,Risorse,"E-commerce Checklist, raccolta di best practies",https://ecommerce-checklist.com/,Checklist di best practies in ambito progettazione e design di e-commerce.,"risorse, checklist, ecommerce",,
826,Contenuti,Articolo sulla progettazione di tabelle mobile,https://uxdesign.cc/designing-a-complex-table-for-mobile-consumption-nom-7472f7b11fe6,Come su può progettare in modo usabile una tabella da mobile?,"articolo, ui, mobile",,
